,index,Count
7044,$56620.39  CEILING,1
7045,$56620.39,1
7046,INTERVIEWSPROFILES,1
7047,TASK  MODIFICATION  PERIOD,1
7048,TASK  MODIFICATION,1
7049,CONTRACT  EXERCISE  CLAUSE,1
7050,EPA  FUNDS  TASK,1
7051,CONTRACT  TERMS  CONDITIONS,1
7052,$44379.88,1
7053,FUNCTIONS  NATIONAL  STUDENT,1
7054,PERIOD  OPTION  CONTRACT,1
7055,PERFORMANCE  CONTRACTOR  CONTRACT,1
7056,PERFORMANCE  CONTRACTOR,1
7057,PERFORMANCE  24  WORK,1
7058,ORDER  ORDER  OPTION,1
7059,ORDER  OPTION  OPTION,1
7060,ORDER  ENVIRONMENTAL  AVENUE,1
7061,ORDER  CONTRACT  TERMS,1
7062,AWARD  ORDER  CITY,1
7063,ORDER  CITY,1
7064,ORDER  $56620.39.  ORDER,1
7065,ORDER  $56620.39.,1
7066,CONTRACTOR  CONTRACT  OPTION,1
7067,$44379.88  TASK,1
7068,$44379.88  TASK  ORDER,1
7069,OPTION  CONTRACT  OPTION,1
7070,OPTION  CONTRACT  EXERCISE,1
7071,OPTION  CONTRACT  CONTRACT,1
7072,EXERCISE  CLAUSE  ORDER,1
7073,EXERCISE  CLAUSE,1
7074,ENVIRONMENTAL  AVENUE  PERIOD,1
7075,EPA  FUNDS,1
7076,ENVIRONMENTAL  AVENUE,1
7077,CONTRACTOR  PERIOD  PERFORMANCE,1
7078,CONTRACTOR  PERIOD,1
7079,TECHNICAL  ANALYSIS  PROGRAM,1
7080,TECHNICAL  ASSISTANCE  LEAN,1
7081,$58464.32,1
7082,ECONOMICS  REGION,1
7083,OBLIGATE  $61557.78,1
7084,OBLIGATE  $61557.78  INCREMENTAL,1
7085,$10305.11  CONTRACTOR  PROGRAM,1
7086,$10305.11  CONTRACTOR,1
7087,$10305.11,1
7088,PERIOD  FUNDS  $140186.92;,1
7089,FUNDS  $140186.92;  $9813.08,1
7090,FUNDS  $140186.92;,1
7091,FUNDING  AMOUNT  $150000.00,1
7092,AMOUNT  $150000.00  OPTION,1
7093,AMOUNT  $150000.00,1
7094,$9813.08,1
7095,$150000.00  OPTION  PERIOD,1
7096,$150000.00  OPTION,1
7097,$140186.92;  $9813.08,1
7098,$140186.92;,1
7099,ORDER  2,1
7100,WORK  FUNDS  WORK,1
7101,PERIOD  CONTRACT  WORK,1
7102,OBLIGATE  $148489.00  OPTION,1
7103,OBLIGATE  $148489.00,1
7104,MODIFICATION  OBLIGATE  $148489.00,1
7105,CONTRACT  WORK  FUNDS,1
7106,$148489.00  OPTION  PERIOD,1
7107,$148489.00  OPTION,1
7108,$148489.00,1
7109,FUNDING  AMOUNT  $99476.64,1
7110,ECONOMICS  REGION  SUPPORT,1
7111,ECONOMICS,1
7112,AMOUNT  $99476.64,1
7113,$147215.89;,1
7114,AMOUNT  $89287.00  OPTION,1
7115,AMOUNT  $89287.00,1
7116,AMOUNT  $157521.00  OPTION,1
7117,AMOUNT  $157521.00,1
7118,WATER  WATER  WATER,1
7119,$61557.78,1
7120,$61557.78  INCREMENTAL,1
7121,$61557.78  INCREMENTAL  FUNDING,1
7122,2  ALL,1
7123,2  ALL  TERMS,1
7124,ALL  TERMS  ORDER,1
7125,CONTRACT  ECONOMICS,1
7126,CONTRACT  ECONOMICS  REGION,1
7127,$89287.00  OPTION  PERIOD,1
7128,$89287.00  OPTION,1
7129,$89287.00,1
7130,$83445.79;  $5841.21  FUNDING,1
7131,$83445.79;  $5841.21,1
7132,$83445.79;,1
7133,$5841.21  FUNDING  AMOUNT,1
7134,$5841.21  FUNDING,1
7135,$5841.21,1
7136,$157521.00  OPTION  PERIOD,1
7137,$157521.00  OPTION,1
7138,$157521.00,1
7139,$147215.89;  $10305.11  CONTRACTOR,1
7140,$147215.89;  $10305.11,1
7141,AMOUNT  $99476.64  OPTION,1
7142,$99476.64  OPTION  PERIOD,1
7143,FUNCTIONS  WORK,1
7144,OPTION  PERIOD  ATTACHMENT,1
7145,CEILING  $93689.80.  CEILING,1
7146,CEILING  $93689.80.,1
7147,CEILING  $31742.54.,1
7148,ATTACHMENT  CEILING  $93689.80.,1
7149,ATTACHMENT  CEILING,1
7150,ATTACHMENT,1
7151,AMOUNT  $77689.80  OPTION,1
7152,AMOUNT  $77689.80  AMOUNT,1
7153,AMOUNT  $77689.80,1
7154,AMOUNT  $3634.31.  $28108.23,1
7155,AMOUNT  $3634.31.,1
7156,AMOUNT  $14842.20.  $16000.00,1
7157,AMOUNT  $14842.20.,1
7158,3634.31  $31742.54.  INCREMENTAL,1
7159,3634.31  $31742.54.,1
7160,3634.31,1
7161,24  23  $92532.00,1
7162,24  23,1
7163,23  $92532.00  AMOUNT,1
7164,23  $92532.00,1
7165,23,1
7166,$93689.80.  CEILING  $31742.54.,1
7167,$93689.80.  CEILING,1
7168,$93689.80.  $13266.03  $14842.20,1
7169,$93689.80.  $13266.03,1
7170,$93689.80.,1
7171,$92532.00  AMOUNT  $77689.80,1
7172,FUNDING  AMOUNT  $77689.80,1
7173,TERMS  ORDER  REMAIN,1
7174,$99476.64  OPTION,1
7175,PERFORMANCE  24  23,1
7176,$99476.64,1
7177,ORDER  2  ALL,1
7178,MODIFICATION  EXERCISE  INCREMENTAL,1
7179,EXERCISE  INCREMENTAL,1
7180,GARDENS,1
7181,GARDENS  WATER,1
7182,GARDENS  WATER  QUALITY,1
7183,ORDER  CONTRACT  ECONOMICS,1
7184,MAINTENANCE  PRACTICES,1
7185,MAINTENANCE  PRACTICES  RICO,1
7186,PERIOD  OBLIGATE  $61557.78,1
7187,PRACTICES  RICO,1
7188,QUALITY  CORE,1
7189,REGION  SUPPORT  ORDER,1
7190,QUALITY  CORE  (E.G.,1
7191,QUALITY  SEWERS,1
7192,QUALITY  SEWERS  RESEARCH,1
7193,RESEARCH  DESIGN,1
7194,RESEARCH  DESIGN  CONSTRUCT,1
7195,RICO,1
7196,REGION  SUPPORT  PURPOSE,1
7197,SUPPORT  ORDER  CONTRACT,1
7198,TASK  ORDER  2,1
7199,TERMS  ORDER,1
7200,PERIOD  PERFORMANCE  24,1
7201,PERIOD  ATTACHMENT  CEILING,1
7202,PERIOD  ATTACHMENT,1
7203,CONTRACTOR  PROGRAM  CONTRACTOR,1
7204,CONTRACTOR  PROGRAM  FUNDS,1
7205,FUNDING  AMOUNT  $157521.00,1
7206,JOLIET,1
7207,CONTRACT  FUNDS,1
7208,SUPPORT  CONTRACT  FUNDS,1
7209,ORDER  SUPERFUND  MANAGEMENT,1
7210,MAINTENANCE  SUPPORT  OFFICE,1
7211,SUPPORT  SERVICE  EPA,1
7212,EPA  REGION  SERVICES,1
7213,REGION  SERVICES  SUPPORT,1
7214,1  28,1
7215,1  28  2015,1
7216,SERVICES  1,1
7217,SERVICES  1  28,1
7218,INTERPRETATION,1
7219,INTERPRETATION  SERVICES,1
7220,INTERPRETATION  SERVICES  ENVIRONMENTAL,1
7221,TRANSLATION,1
7222,TRANSLATION  INTERPRETATION,1
7223,TASK  ORDER  8,1
7224,ORDER  8,1
7225,SUPPORT  MANAGEMENT  SERVICES,1
7226,REGION  SUPPORT  MANAGEMENT,1
7227,TRANSLATION  INTERPRETATION  SERVICES,1
7228,$30600.00,1
7229,CONSTRUCT  EVALUATE  MAINTENANCE,1
7230,$30600.00  FUNDING,1
7231,$30600.00  FUNDING  OPTION,1
7232,SUPPORT  MANAGEMENT  PROGRAM,1
7233,MODIFICATION  $30600.00,1
7234,FUNCTIONS  SITE  SUPPORT,1
7235,JOLIET  SAVANNA,1
7236,FUNDING  INVOICING,1
7237,PLAN  JOLIET,1
7238,SUPPORT  FEDERAL  MANAGEMENT,1
7239,SUPPORT  FEDERAL,1
7240,SUPPORT  DEVELOPMENT  NATIONAL,1
7241,SUPPORT  DEVELOP  NATIONAL,1
7242,SUPPORT  DEVELOP,1
7243,SPECIFICALLY  SUPPORT  DEVELOPMENT,1
7244,SPECIFICALLY  SUPPORT,1
7245,SPECIFICALLY,1
7246,ORDER  NATIONAL  PURPOSE,1
7247,NATIONAL  SUPPORT  DEVELOP,1
7248,NATIONAL  PURPOSE  TASK,1
7249,NATIONAL  PURPOSE,1
7250,MANAGEMENT  SPECIFICALLY  SUPPORT,1
7251,MANAGEMENT  SPECIFICALLY,1
7252,FEDERAL  MANAGEMENT  SPECIFICALLY,1
7253,FEDERAL  MANAGEMENT,1
7254,FEDERAL,1
7255,DEVELOPMENT  NATIONAL  SUPPORT,1
7256,DEVELOP  NATIONAL,1
7257,CONTRACTOR  SUPPORT  FEDERAL,1
7258,CONSTRUCT  EVALUATE,1
7259,SERVICES  SUPPORT  SUPPORT,1
7260,MOBILE,1
7261,STATION  PENSACOLA,1
7262,PENSACOLA,1
7263,PAUCAH,1
7264,PLAN  JOLIET  SAVANNA,1
7265,ORDER  AWARD  ENTITLED,1
7266,ENTITLED  TECHNICAL  SUPPORT,1
7267,MODIFICATION  $30600.00  FUNDING,1
7268,PURPOSE  MODIFICATION  $30600.00,1
7269,CORE  (E.G.  GARDENS,1
7270,DESIGN  CONSTRUCT,1
7271,DESIGN  CONSTRUCT  EVALUATE,1
7272,EVALUATE,1
7273,EVALUATE  MAINTENANCE,1
7274,PURPOSE  MODIFICATION  $142000.00,1
7275,EVALUATE  MAINTENANCE  PRACTICES,1
7276,TECHNICAL  ASSISTANCE  RICHMOND,1
7277,RICHMOND,1
7278,ASSISTANCE  RICHMOND,1
7279,OFFICE  WATER  OFFICE,1
7280,ANALYSIS  SUPPORT  ENVIRONMENTAL,1
7281,PROGRAM  FUNDS,1
7282,PROGRAM  CONTRACTOR  PROGRAM,1
7283,WATER  OFFICE,1
7284,PERIOD  FUNDS  $83445.79;,1
7285,PERIOD  FUNDS  $147215.89;,1
7286,MODIFICATION  FUNDING  INVOICING,1
7287,INVOICING  AMOUNT  $89287.00,1
7288,INVOICING  AMOUNT,1
7289,INVOICING,1
7290,FUNDS  $83445.79;  $5841.21,1
7291,FUNDS  $83445.79;,1
7292,FUNDS  $147215.89;  $10305.11,1
7293,FUNDS  $147215.89;,1
7294,WATER  OFFICE  WATER,1
7295,FUNDING  INVOICING  AMOUNT,1
7296,CORE  (E.G.,1
7297,SPRINGFIELD  WATER,1
7298,CORE,1
7299,$138000.00  FUNDING,1
7300,$110000.00,1
7301,ENTITLED  TECHNICAL,1
7302,AWARD  ENTITLED  TECHNICAL,1
7303,AWARD  ENTITLED,1
7304,RESEARCH  PROGRAM  STUDENT,1
7305,$110000.00  OPTION,1
7306,$110000.00  OPTION  PERIOD,1
7307,MAINTENANCE  DEVELOPMENT,1
7308,MODIFICATION  $110000.00,1
7309,MODIFICATION  $110000.00  OPTION,1
7310,PURPOSE  MODIFICATION  $110000.00,1
7311,$138000.00,1
7312,$138000.00  FUNDING  OPTION,1
7313,PERIOD  II  $138000.00,1
7314,$142000.00,1
7315,$142000.00  INCREMENTAL,1
7316,$142000.00  INCREMENTAL  FUNDING,1
7317,I  EXERCISE,1
7318,OBLIGATE  START  ASSESSMENT,1
7319,OBLIGATE  START,1
7320,I  EXERCISE  OPTION,1
7321,II  $138000.00,1
7322,II  $138000.00  FUNDING,1
7323,MODIFICATION  $142000.00,1
7324,MODIFICATION  $142000.00  INCREMENTAL,1
7325,PERIOD  I  EXERCISE,1
7326,$92532.00  AMOUNT,1
7327,$92532.00,1
7328,$77689.80  OPTION  PERIOD,1
7329,DEVELOPMENT  OFFICE  ENVIRONMENTAL,1
7330,BOSTON  OPTION  EXERCISE,1
7331,BOSTON  OPTION,1
7332,BOSTON,1
7333,03-05  RALEIGH/DURHAM,1
7334,BEFORE,1
7335,BEFORE  DURING,1
7336,BEFORE  DURING  MEETING,1
7337,DURING,1
7338,((1000  5000,1
7339,SERVICES  RESEARCH  PROGRAM,1
7340,DURING  MEETING,1
7341,DURING  MEETING  03-05,1
7342,MEETING,1
7343,TASK  ORDER#0006  SUPPORT,1
7344,TASK  ORDER#0006,1
7345,ORDER#0006  SUPPORT,1
7346,ORDER#0006,1
7347,SERVICES  ADA  SUPPORT,1
7348,ADA  SUPPORT  PROGRAM,1
7349,WATER  SOILS  DATA,1
7350,WATER  SOILS,1
7351,WATER  QUALITY  WATER,1
7352,STUDENT  WATER  QUALITY,1
7353,STUDENT  WATER,1
7354,SOILS  DATA  WATER,1
7355,SOILS  DATA,1
7356,SOILS,1
7357,DEVELOPMENT  OFFICE,1
7358,ENVIRONMENTAL  DEVELOPMENT  SUPPORT,1
7359,ASSESSMENT  OUTCOMES  CINCINNATI,1
7360,OFFICE  ENVIRONMENTAL  DEVELOPMENT,1
7361,ASSESSMENT  OUTCOMES,1
7362,IGF::OT::IGFTO,1
7363,RESEARCH  (NRMRL)  CINCINNATI,1
7364,NATIONAL  RESEARCH  (NRMRL),1
7365,(NRMRL)  CINCINNATI,1
7366,IGF::OT::IGFTO  PROVIDE,1
7367,IGF::OT::IGFTO  PROVIDE  SUPPORT,1
7368,STUDENT  CONTRACT,1
7369,25-26,1
7370,SERVICES  CONTRACT  STUDENT,1
7371,PROVIDE  SUPPORT  25-26,1
7372,FUNDING  STUDENT  SERVICES,1
7373,FUNDING  STUDENT,1
7374,CONTRACT  STUDENT  CONTRACT,1
7375,SUPPORT  25-26,1
7376,29-30,1
7377,PROVIDE  SUPPORT  WATER,1
7378,SUPPORT  WATER  29-30,1
7379,WATER  29-30,1
7380,FACILITIES  SUPPORT,1
7381,SUPPORT  FACILITIES  SUPPORT,1
7382,03-05,1
7383,CONTRACT  STUDENT,1
7384,SUPPORT  PROGRAM  BOSTON,1
7385,RESEARCH  DEVELOPMENT  OFFICE,1
7386,PROGRAM  BOSTON  OPTION,1
7387,PROGRAM  BOSTON,1
7388,QUALITY  WATER  SOILS,1
7389,QUALITY  WATER,1
7390,DATA  WATER,1
7391,ADA  STUDENT  WATER,1
7392,$111166.00  OPTION  PERIOD,1
7393,$254793.21.,1
7394,$254793.21.  ALL,1
7395,SERVICES  CONTRACT  RESEARCH,1
7396,CONTRACT  RESEARCH  PARK,1
7397,$254793.21.  ALL  TERMS,1
7398,AMOUNT  $111166.00,1
7399,AMOUNT  $111166.00  OPTION,1
7400,RTP  EXERCISE  OPTION,1
7401,FUNDS  AMOUNT  $111166.00,1
7402,OPTION  PERIOD  $254793.21.,1
7403,RTP  EXERCISE,1
7404,CONTRACT  RTP  EXERCISE,1
7405,PERIOD  $254793.21.,1
7406,SUPPORT  RESEARCH  ENERGY,1
7407,SERVICES  SUPPORT  RESEARCH,1
7408,RESEARCH  ENERGY  WATER,1
7409,RESEARCH  ENERGY,1
7410,ENERGY  WATER,1
7411,RESEARCH  RESEARCH  PARK,1
7412,PERIOD  $254793.21.  ALL,1
7413,$313257.53.,1
7414,$313257.53.  MODIFICATION,1
7415,NATIONAL  RESEARCH  RESEARCH,1
7416,NATIONAL  MANAGEMENT  NATIONAL,1
7417,MANAGEMENT  NATIONAL  RESEARCH,1
7418,$313257.53.  MODIFICATION  ALL,1
7419,$111166.00  OPTION,1
7420,$111166.00,1
7421,ADA  SUPPORT  ANALYSIS,1
7422,DATA  RESEARCH  SERVICE,1
7423,MEETING  03-05,1
7424,MEETING  03-05  RALEIGH/DURHAM,1
7425,OFFICE  BEFORE,1
7426,OFFICE  BEFORE  DURING,1
7427,STUDENT  DATA  RESEARCH,1
7428,STUDENT  DATA,1
7429,RALEIGH/DURHAM,1
7430,SERVICE  ASSOCIATED,1
7431,RESEARCH  SERVICE  ASSOCIATED,1
7432,RESEARCH  SERVICE,1
7433,SUPPORT  OFFICE  BEFORE,1
7434,PROVIDE  SUPPORT  PERIOD,1
7435,DATA  RESEARCH,1
7436,DIVISION  ADA,1
7437,ADA  STUDENT  DATA,1
7438,SUPPORT  PERIOD,1
7439,WATER  DIVISION  ADA,1
7440,WATER  DIVISION,1
7441,SUPPORT  ANALYSIS  WATER,1
7442,STUDENT  SERVICES  OFFICE,1
7443,SERVICES  OFFICE  RESEARCH&DEVELOPMENT,1
7444,RESEARCH  LABORATORY  WATER,1
7445,LABORATORY  WATER  DIVISION,1
7446,LABORATORY  WATER,1
7447,SUPPORT  PERIOD  PERFORMANCE,1
7448,DIVISION  ADA  SUPPORT,1
7449,SUPERFUND  MANAGEMENT  SERVICE,1
7450,ENVIRONMENTAL  ASSESSMENT  OUTCOMES,1
7451,$77689.80  OPTION,1
7452,AMOUNT  $335790.78,1
7453,$13266.03  $14842.20,1
7454,$13266.03,1
7455,SYSTEM  NATIONAL  MANAGEMENT,1
7456,SYSTEM  NATIONAL,1
7457,REGION  PURPOSE  TASK,1
7458,AMOUNT  $335790.78  MAINTENANCE,1
7459,NATIONAL  MANAGEMENT  DATA,1
7460,MANAGEMENT  SYSTEM  NATIONAL,1
7461,MANAGEMENT  DATA  INFORMATION,1
7462,FUNDING  AMOUNT  $335790.78,1
7463,MANAGEMENT  DATA,1
7464,INFORMATION  MODIFICATION  FUNDS,1
7465,DATA  INFORMATION  MODIFICATION,1
7466,SERVICE  CONTRACT  ORDER,1
7467,CONTRACT  ORDER  DATA,1
7468,$766143.49,1
7469,$766143.49  MAINTENANCE,1
7470,$766143.49  MAINTENANCE  SUPPORT,1
7471,TECHNICAL  ASSISTANCE  COLUMBUS,1
7472,COLUMBUS,1
7473,ASSISTANCE  COLUMBUS,1
7474,AMOUNT  $766143.49,1
7475,AMOUNT  $766143.49  MAINTENANCE,1
7476,FUNDING  AMOUNT  $766143.49,1
7477,ENERGY  PERFORMANCE,1
7478,ENERGY  ENERGY  PERFORMANCE,1
7479,INCREMENTAL  FUNDING  CONTRACTOR,1
7480,$13266.03  $14842.20  $28108.23.,1
7481,$335790.78  MAINTENANCE  SUPPORT,1
7482,LABORATORY  ENVIRONMENTAL,1
7483,$14842.20,1
7484,$77689.80  AMOUNT  $14842.20.,1
7485,$335790.78,1
7486,$77689.80  AMOUNT,1
7487,$77689.80  $93689.80.  $13266.03,1
7488,$77689.80  $93689.80.,1
7489,$77689.80,1
7490,$3634.31.  $28108.23  3634.31,1
7491,$335790.78  MAINTENANCE,1
7492,$3634.31.  $28108.23,1
7493,$3634.31.,1
7494,$31742.54.  INCREMENTAL  FUNDING,1
7495,$31742.54.  INCREMENTAL,1
7496,$31742.54.,1
7497,$28108.23.  AMOUNT  $3634.31.,1
7498,$28108.23.  AMOUNT,1
7499,$28108.23.,1
7500,$28108.23  3634.31  $31742.54.,1
7501,$28108.23  3634.31,1
7502,$28108.23,1
7503,$16000.00  $77689.80  $93689.80.,1
7504,$16000.00  $77689.80,1
7505,$16000.00,1
7506,$14842.20.  $16000.00  $77689.80,1
7507,$14842.20.  $16000.00,1
7508,$14842.20.,1
7509,$14842.20  $28108.23.  AMOUNT,1
7510,$14842.20  $28108.23.,1
7511,SEWERS,1
7512,$28193.00,1
7513,SEWERS  RESEARCH,1
7514,SEWERS  RESEARCH  DESIGN,1
7515,VERIFICATION  STAFF  NATIONAL,1
7516,VERIFICATION  STAFF,1
7517,STUDENT  SERVICES  ENVIRONMENTAL,1
7518,STAFF  NATIONAL  MANAGEMENT,1
7519,STAFF  NATIONAL,1
7520,STAFF,1
7521,SERVICES  ENVIRONMENTAL  ASSESSMENT,1
7522,RESEARCH  OFFICE  RESEARCH,1
7523,RESEARCH  OFFICE,1
7524,MANAGEMENT  RESEARCH  OFFICE,1
7525,ENVIRONMENTAL  ASSESSMENT  VERIFICATION,1
7526,ASSESSMENT  VERIFICATION  STAFF,1
7527,ASSESSMENT  VERIFICATION,1
7528,STUDENT  SERVICES  TECHNICAL,1
7529,$124422.00  MAINTENANCE  SUPPORT,1
7530,SERVICES  TECHNICAL  SUPPORT,1
7531,AMOUNT  $124422.00,1
7532,AMOUNT  $124422.00  MAINTENANCE,1
7533,FUNDING  AMOUNT  $124422.00,1
7534,RESEARCH  LABORATORY  ENVIRONMENTAL,1
7535,ENVIRONMENTAL  OFFICE  OFFICE,1
7536,OUTCOMES  CINCINNATI,1
7537,OUTCOMES,1
7538,MANAGEMENT  SERVICE,1
7539,MANAGEMENT  SERVICE  TASK,1
7540,LABORATORY  ENVIRONMENTAL  ASSESSMENT,1
7541,SERVICE  TASK  ORDER,1
7542,STUDENT  SERVICES  CINCINNATI,1
7543,"""IGF::CLCT::IGF""  STUDENT",1
7544,"""IGF::CLCT::IGF""  STUDENT  SERVICE",1
7545,ORDER  #0205,1
7546,$28193.00  MAINTENANCE,1
7547,$28193.00  MAINTENANCE  SUPPORT,1
7548,WATER  QUALITY  SEWERS,1
7549,((1000,1
7550,AMOUNT  $28193.00,1
7551,TASK  ORDER  #0205,1
7552,STATE  PROVIDE  INCREMENTAL,1
7553,STATE  PROVIDE,1
7554,AMOUNT  $28193.00  MAINTENANCE,1
7555,FUNDING  AMOUNT  $28193.00,1
7556,REGIONAL  STATE  PROVIDE,1
7557,ORDER  #0205  ENERGY,1
7558,$124422.00,1
7559,CONTRACT  DULUTH,1
7560,#0205  ENERGY  STAR,1
7561,#0205  ENERGY,1
7562,#0205,1
7563,QUALITY  MANAGEMENT  BEDFORD,1
7564,MANAGEMENT  BEDFORD,1
7565,RESEARCH  STUDENT  SERVICES,1
7566,RESEARCH  STUDENT,1
7567,SERVICES  CONTRACT  DULUTH,1
7568,DULUTH  TECHNICAL  SUPPORT,1
7569,DULUTH  TECHNICAL,1
7570,$124422.00  MAINTENANCE,1
7571,CONTRACT  DULUTH  TECHNICAL,1
7572,ENVIRONMENT,1
7573,FUNCTIONS  WORK  MONITORING,1
7574,DATA  NATIONAL,1
7575,$50495  CONTRACTOR  CONTRACT,1
7576,FUNDING  AMOUNT  $27140,1
7577,CEILING  $468800  FUNDS,1
7578,CEILING  $468800,1
7579,AMOUNT  $27140  OPTION,1
7580,AMOUNT  $27140,1
7581,6  CEILING,1
7582,$468800  FUNDS  OPTION,1
7583,6  CEILING  ORDER,1
7584,$468800  FUNDS,1
7585,$468800,1
7586,$27140  OPTION  PERIOD,1
7587,$27140  OPTION,1
7588,$27140,1
7589,CEILING  ORDER  $50495,1
7590,ORDER  $50495,1
7591,ORDER  $50495  CONTRACTOR,1
7592,FUNDING  CEILING  $441660.00.,1
7593,SERVICES  6  CEILING,1
7594,FUNDING  AMOUNT  $250000,1
7595,SUPPORT  SERVICES  6,1
7596,ORDER  DEVELOPMENT  SUPPORT,1
7597,PROGRAM  CONTRACT,1
7598,CEILING  $441660.00.  CONTRACTOR,1
7599,CEILING  $441660.00.,1
7600,SUPPORT  PROGRAM  CONTRACT,1
7601,AMOUNT  $250000  OPTION,1
7602,AMOUNT  $250000,1
7603,FUNDING  CEILING  $468800,1
7604,$50495  CONTRACTOR,1
7605,$441660.00.  CONTRACTOR,1
7606,$50495,1
7607,OSWER  CEILING  ORDER,1
7608,PERFORMANCE  OSWER,1
7609,PERFORMANCE  OSWER  CEILING,1
7610,PROGRAM  EVALUATION,1
7611,PROGRAM  EVALUATION  PERFORMANCE,1
7612,PERIOD  CONTRACT  EPA,1
7613,FUNDING  AMOUNT  $221127.00.,1
7614,AMOUNT  $221127.00.,1
7615,$221127.00.,1
7616,SERVICES  ANALYSIS,1
7617,SERVICES  ANALYSIS  PROGRAM,1
7618,SUPPORT  SERVICES  ANALYSIS,1
7619,$100705.56,1
7620,$100705.56  CONTRACTOR,1
7621,$100705.56  CONTRACTOR  CONTRACT,1
7622,13  ORDER,1
7623,13  ORDER  CEILING,1
7624,CEILING  ORDER  $100705.56,1
7625,START  MAINTENANCE,1
7626,ORDER  $100705.56,1
7627,ORDER  $100705.56  CONTRACTOR,1
7628,ORDER  CEILING  ORDER,1
7629,PROGRAM  13,1
7630,PROGRAM  13  ORDER,1
7631,SERVICES  PROGRAM  13,1
7632,PERIOD  CONTRACTOR  FUNDING,1
7633,SUPPORT  SERVICES  PROGRAM,1
7634,$441660.00.  CONTRACTOR  FUNDING,1
7635,$441660.00.,1
7636,MONITORING  ENVIRONMENT,1
7637,$25685.84,1
7638,FUNDING  CEILING  $551005.25,1
7639,CEILING  $551005.25,1
7640,AMOUNT  $95679.45;  AMOUNT,1
7641,AMOUNT  $95679.45;,1
7642,AMOUNT  $68443.66  $182165.69.,1
7643,AMOUNT  $68443.66,1
7644,AMOUNT  $5782.26;  AMOUNT,1
7645,AMOUNT  $5782.26;,1
7646,MDB,1
7647,AMOUNT  $2196.32  AMOUNT,1
7648,SUPPORT  MDB,1
7649,AMOUNT  $2196.32,1
7650,AMOUNT  $10064.00;  AMOUNT,1
7651,AMOUNT  $10064.00;,1
7652,$95679.45;  AMOUNT  $2196.32,1
7653,$95679.45;  AMOUNT,1
7654,$95679.45;,1
7655,$68443.66  $182165.69.  CONTRACTOR,1
7656,INFORMATION  SUPPORT  OFFICE,1
7657,$68443.66  $182165.69.,1
7658,$68443.66,1
7659,$5782.26;  AMOUNT  $95679.45;,1
7660,$5782.26;  AMOUNT,1
7661,$5782.26;,1
7662,$551005.25,1
7663,$2196.32  AMOUNT  $68443.66,1
7664,$2196.32  AMOUNT,1
7665,PERIOD  AMOUNT  $10064.00;,1
7666,$25685.84  AMOUNT,1
7667,$250000  OPTION  PERIOD,1
7668,$25685.84  AMOUNT  $25780.76.,1
7669,$250000  OPTION,1
7670,WORK  ORDER  AMOUNT,1
7671,PERIOD  AMOUNT  $25685.84,1
7672,ORDER  AMOUNT  $51466.60.,1
7673,MODIFICATION  WORK  ORDER,1
7674,FUNDING  CEILING  $614159.17,1
7675,CEILING  AMOUNT  $568724.39,1
7676,CEILING  $614159.17,1
7677,EPA  SUPPORT  MDB,1
7678,AMOUNT  $568724.39  FUNDING,1
7679,AMOUNT  $568724.39,1
7680,AMOUNT  $51466.60.  MODIFICATION,1
7681,AMOUNT  $51466.60.,1
7682,AMOUNT  $25780.76.  CONTRACTOR,1
7683,AMOUNT  $25780.76.,1
7684,AMOUNT  $25685.84  AMOUNT,1
7685,AMOUNT  $25685.84,1
7686,$614159.17,1
7687,$568724.39  FUNDING  CEILING,1
7688,$568724.39  FUNDING,1
7689,$568724.39,1
7690,$51466.60.  MODIFICATION  OPTION,1
7691,$51466.60.  MODIFICATION,1
7692,$51466.60.,1
7693,$25780.76.  CONTRACTOR  CEILING,1
7694,$25780.76.  CONTRACTOR,1
7695,$25780.76.,1
7696,OSWER  CEILING,1
7697,OSWER,1
7698,ORDER  $292964.04  CONTRACTOR,1
7699,FUNDING  AMOUNT  $525000.00.,1
7700,CEILING  $8968672.51  $9493672.51,1
7701,CEILING  $8968672.51,1
7702,$47425.48  CONTRACTOR,1
7703,AMOUNT  $525000.00.  ADDITIONAL,1
7704,AMOUNT  $525000.00.,1
7705,$47425.48  CONTRACTOR  CONTRACT,1
7706,$8968672.51  $9493672.51,1
7707,$8968672.51,1
7708,$525000.00.  ADDITIONAL  FUNDING,1
7709,$525000.00.  ADDITIONAL,1
7710,$525000.00.,1
7711,CEILING  ORDER  $47425.48,1
7712,ORDER  $47425.48,1
7713,ORDER  CEILING  $173900.00,1
7714,ORDER  $47425.48  CONTRACTOR,1
7715,CEILING  $173900.00  $203900.00.,1
7716,CEILING  $173900.00,1
7717,SERVICES  CEILING,1
7718,SERVICES  CEILING  ORDER,1
7719,SUPPORT  SERVICES  CEILING,1
7720,$288432.34.,1
7721,$203900.00.,1
7722,$288432.34.  ORDER,1
7723,$173900.00  $203900.00.,1
7724,$288432.34.  ORDER  AMOUNT,1
7725,$173900.00,1
7726,$49906.14;,1
7727,$47425.48,1
7728,ORDER  CEILING  $8968672.51,1
7729,ORDER  $292964.04,1
7730,$1589000.00,1
7731,ORDER  DATA  NATIONAL,1
7732,ANALYSIS  ACTION,1
7733,TECHNICAL  ANALYSIS,1
7734,REQUIREMENTS  REQUIREMENTS  267,1
7735,REQUIREMENTS  REQUIREMENTS,1
7736,REQUIREMENTS  267  273,1
